BODY: Zombie_Berserker facing 0 frame 0: x 0, y -17
EXPLODE: Drowned_Farmer facing 3 frame 11: x 82, y 197
BODY: Drowned_Officer facing 0 frame 0: x 0, y -17
BODY: Drowned_Officer facing 0 frame 1: x 0, y -17
BODY: Drowned_Officer facing 0 frame 2: x 0, y -17
BODY: Drowned_Officer facing 0 frame 3: x 0, y -17
BODY: Drowned_Officer facing 1 frame 0: x 0, y -16
BODY: Drowned_Officer facing 1 frame 1: x 0, y -16
BODY: Drowned_Officer facing 1 frame 2: x 0, y -16
BODY: Drowned_Officer facing 1 frame 3: x 0, y -16
BODY: Drowned_Officer facing 2 frame 0: x 0, y -17
BODY: Drowned_Officer facing 2 frame 1: x 0, y -17
BODY: Drowned_Officer facing 2 frame 2: x 0, y -17
BODY: Drowned_Officer facing 2 frame 3: x 0, y -17
BODY: Drowned_Officer facing 3 frame 0: x 0, y -16
BODY: Drowned_Officer facing 3 frame 1: x 0, y -16
BODY: Drowned_Officer facing 3 frame 2: x 0, y -16
BODY: Drowned_Officer facing 3 frame 3: x 0, y -16
EXPLODE: Drowned_Officer facing 0 frame 0: x 80, y 100
EXPLODE: Drowned_Officer facing 0 frame 1: x 82, y 81
EXPLODE: Drowned_Officer facing 0 frame 2: x 84, y 68
EXPLODE: Drowned_Officer facing 0 frame 3: x 86, y 66
EXPLODE: Drowned_Officer facing 0 frame 4: x 88, y 77
EXPLODE: Drowned_Officer facing 0 frame 5: x 86, y 102
EXPLODE: Drowned_Officer facing 0 frame 6: x 84, y 127
EXPLODE: Drowned_Officer facing 0 frame 7: x 82, y 152
EXPLODE: Drowned_Officer facing 0 frame 8: x 80, y 177
EXPLODE: Drowned_Officer facing 0 frame 9: x 84, y 197
EXPLODE: Drowned_Officer facing 0 frame 10: x 84, y 197
EXPLODE: Drowned_Officer facing 0 frame 11: x 84, y 197
EXPLODE: Drowned_Officer facing 1 frame 0: x 80, y 101
EXPLODE: Drowned_Officer facing 1 frame 1: x 82, y 82
EXPLODE: Drowned_Officer facing 1 frame 2: x 84, y 69
EXPLODE: Drowned_Officer facing 1 frame 3: x 86, y 66
EXPLODE: Drowned_Officer facing 1 frame 4: x 88, y 77
EXPLODE: Drowned_Officer facing 1 frame 5: x 86, y 102
EXPLODE: Drowned_Officer facing 1 frame 6: x 84, y 127
EXPLODE: Drowned_Officer facing 1 frame 7: x 82, y 152
EXPLODE: Drowned_Officer facing 1 frame 8: x 80, y 177
EXPLODE: Drowned_Officer facing 1 frame 9: x 84, y 198
EXPLODE: Drowned_Officer facing 1 frame 10: x 84, y 198
EXPLODE: Drowned_Officer facing 1 frame 11: x 84, y 198
EXPLODE: Drowned_Officer facing 2 frame 0: x 80, y 100
EXPLODE: Drowned_Officer facing 2 frame 1: x 82, y 81
EXPLODE: Drowned_Officer facing 2 frame 2: x 84, y 68
EXPLODE: Drowned_Officer facing 2 frame 3: x 86, y 66
EXPLODE: Drowned_Officer facing 2 frame 4: x 88, y 77
EXPLODE: Drowned_Officer facing 2 frame 5: x 86, y 102
EXPLODE: Drowned_Officer facing 2 frame 6: x 84, y 127
EXPLODE: Drowned_Officer facing 2 frame 7: x 82, y 152
EXPLODE: Drowned_Officer facing 2 frame 8: x 80, y 177
EXPLODE: Drowned_Officer facing 2 frame 9: x 84, y 197
EXPLODE: Drowned_Officer facing 2 frame 10: x 84, y 197
EXPLODE: Drowned_Officer facing 2 frame 11: x 84, y 197
EXPLODE: Drowned_Officer facing 3 frame 0: x 80, y 101
EXPLODE: Drowned_Officer facing 3 frame 1: x 82, y 82
EXPLODE: Drowned_Officer facing 3 frame 2: x 84, y 69
EXPLODE: Drowned_Officer facing 3 frame 3: x 86, y 66
EXPLODE: Drowned_Officer facing 3 frame 4: x 88, y 77
EXPLODE: Drowned_Officer facing 3 frame 5: x 86, y 102
EXPLODE: Drowned_Officer facing 3 frame 6: x 84, y 127
EXPLODE: Drowned_Officer facing 3 frame 7: x 82, y 152
EXPLODE: Drowned_Officer facing 3 frame 8: x 80, y 177
EXPLODE: Drowned_Officer facing 3 frame 9: x 84, y 198
EXPLODE: Drowned_Officer facing 3 frame 10: x 84, y 198
EXPLODE: Drowned_Officer facing 3 frame 11: x 84, y 198
BODY: Drowned_Dervish facing 0 frame 0: x 0, y -14
BODY: Drowned_Dervish facing 0 frame 1: x 0, y -14
BODY: Drowned_Dervish facing 0 frame 2: x 0, y -14
BODY: Drowned_Dervish facing 0 frame 3: x 0, y -14
BODY: Drowned_Dervish facing 1 frame 0: x 0, y -13
BODY: Drowned_Dervish facing 1 frame 1: x 0, y -13
BODY: Drowned_Dervish facing 1 frame 2: x 0, y -13
BODY: Drowned_Dervish facing 1 frame 3: x 0, y -13
BODY: Drowned_Dervish facing 2 frame 0: x 0, y -14
BODY: Drowned_Dervish facing 2 frame 1: x 0, y -14
BODY: Drowned_Dervish facing 2 frame 2: x 0, y -14
BODY: Drowned_Dervish facing 2 frame 3: x 0, y -14
BODY: Drowned_Dervish facing 3 frame 0: x 0, y -13
BODY: Drowned_Dervish facing 3 frame 1: x 0, y -13
BODY: Drowned_Dervish facing 3 frame 2: x 0, y -13
BODY: Drowned_Dervish facing 3 frame 3: x 0, y -13
EXPLODE: Drowned_Dervish facing 0 frame 0: x 80, y 103
EXPLODE: Drowned_Dervish facing 0 frame 1: x 82, y 84
EXPLODE: Drowned_Dervish facing 0 frame 2: x 84, y 71
EXPLODE: Drowned_Dervish facing 0 frame 3: x 86, y 69
EXPLODE: Drowned_Dervish facing 0 frame 4: x 88, y 80
EXPLODE: Drowned_Dervish facing 0 frame 5: x 86, y 105
EXPLODE: Drowned_Dervish facing 0 frame 6: x 84, y 130
EXPLODE: Drowned_Dervish facing 0 frame 7: x 82, y 155
EXPLODE: Drowned_Dervish facing 0 frame 8: x 80, y 180
EXPLODE: Drowned_Dervish facing 0 frame 9: x 84, y 200
EXPLODE: Drowned_Dervish facing 0 frame 10: x 84, y 200
EXPLODE: Drowned_Dervish facing 0 frame 11: x 84, y 200
EXPLODE: Drowned_Dervish facing 1 frame 0: x 80, y 104
EXPLODE: Drowned_Dervish facing 1 frame 1: x 82, y 85
EXPLODE: Drowned_Dervish facing 1 frame 2: x 84, y 72
EXPLODE: Drowned_Dervish facing 1 frame 3: x 86, y 69
EXPLODE: Drowned_Dervish facing 1 frame 4: x 88, y 80
EXPLODE: Drowned_Dervish facing 1 frame 5: x 86, y 105
EXPLODE: Drowned_Dervish facing 1 frame 6: x 84, y 130
EXPLODE: Drowned_Dervish facing 1 frame 7: x 82, y 155
EXPLODE: Drowned_Dervish facing 1 frame 8: x 80, y 180
EXPLODE: Drowned_Dervish facing 1 frame 9: x 84, y 201
EXPLODE: Drowned_Dervish facing 1 frame 10: x 84, y 201
EXPLODE: Drowned_Dervish facing 1 frame 11: x 84, y 201
EXPLODE: Drowned_Dervish facing 2 frame 0: x 80, y 103
EXPLODE: Drowned_Dervish facing 2 frame 1: x 82, y 84
EXPLODE: Drowned_Dervish facing 2 frame 2: x 84, y 71
EXPLODE: Drowned_Dervish facing 2 frame 3: x 86, y 69
EXPLODE: Drowned_Dervish facing 2 frame 4: x 88, y 80
EXPLODE: Drowned_Dervish facing 2 frame 5: x 86, y 105
EXPLODE: Drowned_Dervish facing 2 frame 6: x 84, y 130
EXPLODE: Drowned_Dervish facing 2 frame 7: x 82, y 155
EXPLODE: Drowned_Dervish facing 2 frame 8: x 80, y 180
EXPLODE: Drowned_Dervish facing 2 frame 9: x 84, y 200
EXPLODE: Drowned_Dervish facing 2 frame 10: x 84, y 200
EXPLODE: Drowned_Dervish facing 2 frame 11: x 84, y 200
EXPLODE: Drowned_Dervish facing 3 frame 0: x 80, y 104
EXPLODE: Drowned_Dervish facing 3 frame 1: x 82, y 85
EXPLODE: Drowned_Dervish facing 3 frame 2: x 84, y 72
EXPLODE: Drowned_Dervish facing 3 frame 3: x 86, y 69
EXPLODE: Drowned_Dervish facing 3 frame 4: x 88, y 80
EXPLODE: Drowned_Dervish facing 3 frame 5: x 86, y 105
EXPLODE: Drowned_Dervish facing 3 frame 6: x 84, y 130
EXPLODE: Drowned_Dervish facing 3 frame 7: x 82, y 155
EXPLODE: Drowned_Dervish facing 3 frame 8: x 80, y 180
EXPLODE: Drowned_Dervish facing 3 frame 9: x 84, y 201
EXPLODE: Drowned_Dervish facing 3 frame 10: x 84, y 201
EXPLODE: Drowned_Dervish facing 3 frame 11: x 84, y 201
BODY: Drowned_Thug facing 0 frame 0: x 0, y -17
BODY: Drowned_Thug facing 0 frame 1: x 0, y -17
BODY: Drowned_Thug facing 0 frame 2: x 0, y -17
BODY: Drowned_Thug facing 0 frame 3: x 0, y -17
BODY: Drowned_Thug facing 1 frame 0: x 0, y -16
BODY: Drowned_Thug facing 1 frame 1: x 0, y -16
BODY: Drowned_Thug facing 1 frame 2: x 0, y -16
BODY: Drowned_Thug facing 1 frame 3: x 0, y -16
BODY: Drowned_Thug facing 2 frame 0: x 0, y -17
BODY: Drowned_Thug facing 2 frame 1: x 0, y -17
BODY: Drowned_Thug facing 2 frame 2: x 0, y -17
BODY: Drowned_Thug facing 2 frame 3: x 0, y -17
BODY: Drowned_Thug facing 3 frame 0: x 0, y -16
BODY: Drowned_Thug facing 3 frame 1: x 0, y -16
BODY: Drowned_Thug facing 3 frame 2: x 0, y -16
BODY: Drowned_Thug facing 3 frame 3: x 0, y -16
EXPLODE: Drowned_Thug facing 0 frame 0: x 80, y 100
EXPLODE: Drowned_Thug facing 0 frame 1: x 82, y 81
EXPLODE: Drowned_Thug facing 0 frame 2: x 84, y 68
EXPLODE: Drowned_Thug facing 0 frame 3: x 86, y 66
EXPLODE: Drowned_Thug facing 0 frame 4: x 88, y 77
EXPLODE: Drowned_Thug facing 0 frame 5: x 86, y 102
EXPLODE: Drowned_Thug facing 0 frame 6: x 84, y 127
EXPLODE: Drowned_Thug facing 0 frame 7: x 82, y 152
EXPLODE: Drowned_Thug facing 0 frame 8: x 80, y 177
EXPLODE: Drowned_Thug facing 0 frame 9: x 84, y 197
EXPLODE: Drowned_Thug facing 0 frame 10: x 84, y 197
EXPLODE: Drowned_Thug facing 0 frame 11: x 84, y 197
EXPLODE: Drowned_Thug facing 1 frame 0: x 80, y 101
EXPLODE: Drowned_Thug facing 1 frame 1: x 82, y 82
EXPLODE: Drowned_Thug facing 1 frame 2: x 84, y 69
EXPLODE: Drowned_Thug facing 1 frame 3: x 86, y 66
EXPLODE: Drowned_Thug facing 1 frame 4: x 88, y 77
EXPLODE: Drowned_Thug facing 1 frame 5: x 86, y 102
EXPLODE: Drowned_Thug facing 1 frame 6: x 84, y 127
EXPLODE: Drowned_Thug facing 1 frame 7: x 82, y 152
EXPLODE: Drowned_Thug facing 1 frame 8: x 80, y 177
EXPLODE: Drowned_Thug facing 1 frame 9: x 84, y 198
EXPLODE: Drowned_Thug facing 1 frame 10: x 84, y 198
EXPLODE: Drowned_Thug facing 1 frame 11: x 84, y 198
EXPLODE: Drowned_Thug facing 2 frame 0: x 80, y 100
EXPLODE: Drowned_Thug facing 2 frame 1: x 82, y 81
EXPLODE: Drowned_Thug facing 2 frame 2: x 84, y 68
EXPLODE: Drowned_Thug facing 2 frame 3: x 86, y 66
EXPLODE: Drowned_Thug facing 2 frame 4: x 88, y 77
EXPLODE: Drowned_Thug facing 2 frame 5: x 86, y 102
EXPLODE: Drowned_Thug facing 2 frame 6: x 84, y 127
EXPLODE: Drowned_Thug facing 2 frame 7: x 82, y 152
EXPLODE: Drowned_Thug facing 2 frame 8: x 80, y 177
EXPLODE: Drowned_Thug facing 2 frame 9: x 84, y 197
EXPLODE: Drowned_Thug facing 2 frame 10: x 84, y 197
EXPLODE: Drowned_Thug facing 2 frame 11: x 84, y 197
EXPLODE: Drowned_Thug facing 3 frame 0: x 80, y 101
EXPLODE: Drowned_Thug facing 3 frame 1: x 82, y 82
EXPLODE: Drowned_Thug facing 3 frame 2: x 84, y 69
EXPLODE: Drowned_Thug facing 3 frame 3: x 86, y 66
EXPLODE: Drowned_Thug facing 3 frame 4: x 88, y 77
EXPLODE: Drowned_Thug facing 3 frame 5: x 86, y 102
EXPLODE: Drowned_Thug facing 3 frame 6: x 84, y 127
EXPLODE: Drowned_Thug facing 3 frame 7: x 82, y 152
EXPLODE: Drowned_Thug facing 3 frame 8: x 80, y 177
EXPLODE: Drowned_Thug facing 3 frame 9: x 84, y 198
EXPLODE: Drowned_Thug facing 3 frame 10: x 84, y 198
EXPLODE: Drowned_Thug facing 3 frame 11: x 84, y 198
BODY: Drowned_Bishop facing 0 frame 0: x 0, y -18
BODY: Drowned_Bishop facing 0 frame 1: x 0, y -18
BODY: Drowned_Bishop facing 0 frame 2: x 0, y -18
BODY: Drowned_Bishop facing 0 frame 3: x 0, y -18
BODY: Drowned_Bishop facing 1 frame 0: x 0, y -18
BODY: Drowned_Bishop facing 1 frame 1: x 0, y -18
BODY: Drowned_Bishop facing 1 frame 2: x 0, y -18
BODY: Drowned_Bishop facing 1 frame 3: x 0, y -18
BODY: Drowned_Bishop facing 2 frame 0: x 0, y -18
BODY: Drowned_Bishop facing 2 frame 1: x 0, y -18
BODY: Drowned_Bishop facing 2 frame 2: x 0, y -18
BODY: Drowned_Bishop facing 2 frame 3: x 0, y -18
BODY: Drowned_Bishop facing 3 frame 0: x 0, y -18
BODY: Drowned_Bishop facing 3 frame 1: x 0, y -18
BODY: Drowned_Bishop facing 3 frame 2: x 0, y -18
BODY: Drowned_Bishop facing 3 frame 3: x 0, y -18
EXPLODE: Drowned_Bishop facing 0 frame 0: x 80, y 99
EXPLODE: Drowned_Bishop facing 0 frame 1: x 82, y 80
EXPLODE: Drowned_Bishop facing 0 frame 2: x 84, y 67
EXPLODE: Drowned_Bishop facing 0 frame 3: x 86, y 65
EXPLODE: Drowned_Bishop facing 0 frame 4: x 88, y 76
EXPLODE: Drowned_Bishop facing 0 frame 5: x 86, y 101
EXPLODE: Drowned_Bishop facing 0 frame 6: x 84, y 126
EXPLODE: Drowned_Bishop facing 0 frame 7: x 82, y 151
EXPLODE: Drowned_Bishop facing 0 frame 8: x 80, y 176
EXPLODE: Drowned_Bishop facing 0 frame 9: x 84, y 196
EXPLODE: Drowned_Bishop facing 0 frame 10: x 84, y 196
EXPLODE: Drowned_Bishop facing 0 frame 11: x 84, y 196
EXPLODE: Drowned_Bishop facing 1 frame 0: x 80, y 99
EXPLODE: Drowned_Bishop facing 1 frame 1: x 82, y 80
EXPLODE: Drowned_Bishop facing 1 frame 2: x 84, y 67
EXPLODE: Drowned_Bishop facing 1 frame 3: x 86, y 64
EXPLODE: Drowned_Bishop facing 1 frame 4: x 88, y 75
EXPLODE: Drowned_Bishop facing 1 frame 5: x 86, y 100
EXPLODE: Drowned_Bishop facing 1 frame 6: x 84, y 125
EXPLODE: Drowned_Bishop facing 1 frame 7: x 82, y 150
EXPLODE: Drowned_Bishop facing 1 frame 8: x 80, y 175
EXPLODE: Drowned_Bishop facing 1 frame 9: x 84, y 196
EXPLODE: Drowned_Bishop facing 1 frame 10: x 84, y 196
EXPLODE: Drowned_Bishop facing 1 frame 11: x 84, y 196
EXPLODE: Drowned_Bishop facing 2 frame 0: x 80, y 99
EXPLODE: Drowned_Bishop facing 2 frame 1: x 82, y 80
EXPLODE: Drowned_Bishop facing 2 frame 2: x 84, y 67
EXPLODE: Drowned_Bishop facing 2 frame 3: x 86, y 65
EXPLODE: Drowned_Bishop facing 2 frame 4: x 88, y 76
EXPLODE: Drowned_Bishop facing 2 frame 5: x 86, y 101
EXPLODE: Drowned_Bishop facing 2 frame 6: x 84, y 126
EXPLODE: Drowned_Bishop facing 2 frame 7: x 82, y 151
EXPLODE: Drowned_Bishop facing 2 frame 8: x 80, y 176
EXPLODE: Drowned_Bishop facing 2 frame 9: x 84, y 196
EXPLODE: Drowned_Bishop facing 2 frame 10: x 84, y 196
EXPLODE: Drowned_Bishop facing 2 frame 11: x 84, y 196
EXPLODE: Drowned_Bishop facing 3 frame 0: x 80, y 99
EXPLODE: Drowned_Bishop facing 3 frame 1: x 82, y 80
EXPLODE: Drowned_Bishop facing 3 frame 2: x 84, y 67
EXPLODE: Drowned_Bishop facing 3 frame 3: x 86, y 64
EXPLODE: Drowned_Bishop facing 3 frame 4: x 88, y 75
EXPLODE: Drowned_Bishop facing 3 frame 5: x 86, y 100
EXPLODE: Drowned_Bishop facing 3 frame 6: x 84, y 125
EXPLODE: Drowned_Bishop facing 3 frame 7: x 82, y 150
EXPLODE: Drowned_Bishop facing 3 frame 8: x 80, y 175
EXPLODE: Drowned_Bishop facing 3 frame 9: x 84, y 196
EXPLODE: Drowned_Bishop facing 3 frame 10: x 84, y 196
EXPLODE: Drowned_Bishop facing 3 frame 11: x 84, y 196
BODY: Banshee_Berserker facing 0 frame 0: x 8, y -14
BODY: Banshee_Berserker facing 0 frame 1: x 8, y -15
BODY: Banshee_Berserker facing 0 frame 2: x 8, y -16
BODY: Banshee_Berserker facing 0 frame 3: x 8, y -15
BODY: Banshee_Berserker facing 1 frame 0: x -8, y -14
BODY: Banshee_Berserker facing 1 frame 1: x -8, y -15
BODY: Banshee_Berserker facing 1 frame 2: x -8, y -16
BODY: Banshee_Berserker facing 1 frame 3: x -8, y -15
BODY: Banshee_Berserker facing 2 frame 0: x -8, y -22
BODY: Banshee_Berserker facing 2 frame 1: x -8, y -23
BODY: Banshee_Berserker facing 2 frame 2: x -8, y -24
BODY: Banshee_Berserker facing 2 frame 3: x -8, y -23
BODY: Banshee_Berserker facing 3 frame 0: x 8, y -22
BODY: Banshee_Berserker facing 3 frame 1: x 8, y -23
BODY: Banshee_Berserker facing 3 frame 2: x 8, y -24
BODY: Banshee_Berserker facing 3 frame 3: x 8, y -23
EXPLODE: Banshee_Berserker facing 0 frame 0: x 88, y 103
EXPLODE: Banshee_Berserker facing 0 frame 1: x 90, y 84
EXPLODE: Banshee_Berserker facing 0 frame 2: x 92, y 71
EXPLODE: Banshee_Berserker facing 0 frame 3: x 94, y 68
EXPLODE: Banshee_Berserker facing 0 frame 4: x 96, y 79
EXPLODE: Banshee_Berserker facing 0 frame 5: x 94, y 104
EXPLODE: Banshee_Berserker facing 0 frame 6: x 92, y 129
EXPLODE: Banshee_Berserker facing 0 frame 7: x 90, y 154
EXPLODE: Banshee_Berserker facing 0 frame 8: x 88, y 179
EXPLODE: Banshee_Berserker facing 0 frame 9: x 92, y 201
EXPLODE: Banshee_Berserker facing 0 frame 10: x 92, y 201
EXPLODE: Banshee_Berserker facing 0 frame 11: x 92, y 201
EXPLODE: Banshee_Berserker facing 1 frame 0: x 72, y 103
EXPLODE: Banshee_Berserker facing 1 frame 1: x 74, y 84
EXPLODE: Banshee_Berserker facing 1 frame 2: x 76, y 71
EXPLODE: Banshee_Berserker facing 1 frame 3: x 78, y 69
EXPLODE: Banshee_Berserker facing 1 frame 4: x 80, y 80
EXPLODE: Banshee_Berserker facing 1 frame 5: x 78, y 105
EXPLODE: Banshee_Berserker facing 1 frame 6: x 76, y 130
EXPLODE: Banshee_Berserker facing 1 frame 7: x 74, y 155
EXPLODE: Banshee_Berserker facing 1 frame 8: x 72, y 180
EXPLODE: Banshee_Berserker facing 1 frame 9: x 76, y 202
EXPLODE: Banshee_Berserker facing 1 frame 10: x 76, y 202
EXPLODE: Banshee_Berserker facing 1 frame 11: x 76, y 202
EXPLODE: Banshee_Berserker facing 2 frame 0: x 72, y 95
EXPLODE: Banshee_Berserker facing 2 frame 1: x 74, y 76
EXPLODE: Banshee_Berserker facing 2 frame 2: x 76, y 63
EXPLODE: Banshee_Berserker facing 2 frame 3: x 78, y 60
EXPLODE: Banshee_Berserker facing 2 frame 4: x 80, y 71
EXPLODE: Banshee_Berserker facing 2 frame 5: x 78, y 96
EXPLODE: Banshee_Berserker facing 2 frame 6: x 76, y 121
EXPLODE: Banshee_Berserker facing 2 frame 7: x 74, y 146
EXPLODE: Banshee_Berserker facing 2 frame 8: x 72, y 171
EXPLODE: Banshee_Berserker facing 2 frame 9: x 76, y 193
EXPLODE: Banshee_Berserker facing 2 frame 10: x 76, y 193
EXPLODE: Banshee_Berserker facing 2 frame 11: x 76, y 193
EXPLODE: Banshee_Berserker facing 3 frame 0: x 88, y 95
EXPLODE: Banshee_Berserker facing 3 frame 1: x 90, y 76
EXPLODE: Banshee_Berserker facing 3 frame 2: x 92, y 63
EXPLODE: Banshee_Berserker facing 3 frame 3: x 94, y 61
EXPLODE: Banshee_Berserker facing 3 frame 4: x 96, y 72
EXPLODE: Banshee_Berserker facing 3 frame 5: x 94, y 97
EXPLODE: Banshee_Berserker facing 3 frame 6: x 92, y 122
EXPLODE: Banshee_Berserker facing 3 frame 7: x 90, y 147
EXPLODE: Banshee_Berserker facing 3 frame 8: x 88, y 172
EXPLODE: Banshee_Berserker facing 3 frame 9: x 92, y 194
EXPLODE: Banshee_Berserker facing 3 frame 10: x 92, y 194
EXPLODE: Banshee_Berserker facing 3 frame 11: x 92, y 194
BODY: Banshee_Witch facing 0 frame 0: x 8, y -14
BODY: Banshee_Witch facing 0 frame 1: x 8, y -15
BODY: Banshee_Witch facing 0 frame 2: x 8, y -16
BODY: Banshee_Witch facing 0 frame 3: x 8, y -15
BODY: Banshee_Witch facing 1 frame 0: x -8, y -14
BODY: Banshee_Witch facing 1 frame 1: x -8, y -15
BODY: Banshee_Witch facing 1 frame 2: x -8, y -16
BODY: Banshee_Witch facing 1 frame 3: x -8, y -15
BODY: Banshee_Witch facing 2 frame 0: x -8, y -22
BODY: Banshee_Witch facing 2 frame 1: x -8, y -23
BODY: Banshee_Witch facing 2 frame 2: x -8, y -24
BODY: Banshee_Witch facing 2 frame 3: x -8, y -23
BODY: Banshee_Witch facing 3 frame 0: x 8, y -22
BODY: Banshee_Witch facing 3 frame 1: x 8, y -23
BODY: Banshee_Witch facing 3 frame 2: x 8, y -24
BODY: Banshee_Witch facing 3 frame 3: x 8, y -23
EXPLODE: Banshee_Witch facing 0 frame 0: x 88, y 103
EXPLODE: Banshee_Witch facing 0 frame 1: x 90, y 84
EXPLODE: Banshee_Witch facing 0 frame 2: x 92, y 71
EXPLODE: Banshee_Witch facing 0 frame 3: x 94, y 68
EXPLODE: Banshee_Witch facing 0 frame 4: x 96, y 79
EXPLODE: Banshee_Witch facing 0 frame 5: x 94, y 104
EXPLODE: Banshee_Witch facing 0 frame 6: x 92, y 129
EXPLODE: Banshee_Witch facing 0 frame 7: x 90, y 154
EXPLODE: Banshee_Witch facing 0 frame 8: x 88, y 179
EXPLODE: Banshee_Witch facing 0 frame 9: x 92, y 201
EXPLODE: Banshee_Witch facing 0 frame 10: x 92, y 201
EXPLODE: Banshee_Witch facing 0 frame 11: x 92, y 201
EXPLODE: Banshee_Witch facing 1 frame 0: x 72, y 103
EXPLODE: Banshee_Witch facing 1 frame 1: x 74, y 84
EXPLODE: Banshee_Witch facing 1 frame 2: x 76, y 71
EXPLODE: Banshee_Witch facing 1 frame 3: x 78, y 69
EXPLODE: Banshee_Witch facing 1 frame 4: x 80, y 80
EXPLODE: Banshee_Witch facing 1 frame 5: x 78, y 105
EXPLODE: Banshee_Witch facing 1 frame 6: x 76, y 130
EXPLODE: Banshee_Witch facing 1 frame 7: x 74, y 155
EXPLODE: Banshee_Witch facing 1 frame 8: x 72, y 180
EXPLODE: Banshee_Witch facing 1 frame 9: x 76, y 202
EXPLODE: Banshee_Witch facing 1 frame 10: x 76, y 202
EXPLODE: Banshee_Witch facing 1 frame 11: x 76, y 202
EXPLODE: Banshee_Witch facing 2 frame 0: x 72, y 95
EXPLODE: Banshee_Witch facing 2 frame 1: x 74, y 76
EXPLODE: Banshee_Witch facing 2 frame 2: x 76, y 63
EXPLODE: Banshee_Witch facing 2 frame 3: x 78, y 60
EXPLODE: Banshee_Witch facing 2 frame 4: x 80, y 71
EXPLODE: Banshee_Witch facing 2 frame 5: x 78, y 96
EXPLODE: Banshee_Witch facing 2 frame 6: x 76, y 121
EXPLODE: Banshee_Witch facing 2 frame 7: x 74, y 146
EXPLODE: Banshee_Witch facing 2 frame 8: x 72, y 171
EXPLODE: Banshee_Witch facing 2 frame 9: x 76, y 193
EXPLODE: Banshee_Witch facing 2 frame 10: x 76, y 193
EXPLODE: Banshee_Witch facing 2 frame 11: x 76, y 193
EXPLODE: Banshee_Witch facing 3 frame 0: x 88, y 95
EXPLODE: Banshee_Witch facing 3 frame 1: x 90, y 76
EXPLODE: Banshee_Witch facing 3 frame 2: x 92, y 63
EXPLODE: Banshee_Witch facing 3 frame 3: x 94, y 61
EXPLODE: Banshee_Witch facing 3 frame 4: x 96, y 72
EXPLODE: Banshee_Witch facing 3 frame 5: x 94, y 97
EXPLODE: Banshee_Witch facing 3 frame 6: x 92, y 122
EXPLODE: Banshee_Witch facing 3 frame 7: x 90, y 147
EXPLODE: Banshee_Witch facing 3 frame 8: x 88, y 172
EXPLODE: Banshee_Witch facing 3 frame 9: x 92, y 194
EXPLODE: Banshee_Witch facing 3 frame 10: x 92, y 194
EXPLODE: Banshee_Witch facing 3 frame 11: x 92, y 194
BODY: Banshee_Scout facing 0 frame 0: x 8, y -15
BODY: Banshee_Scout facing 0 frame 1: x 8, y -16
BODY: Banshee_Scout facing 0 frame 2: x 8, y -17
BODY: Banshee_Scout facing 0 frame 3: x 8, y -16
BODY: Banshee_Scout facing 1 frame 0: x -8, y -16
BODY: Banshee_Scout facing 1 frame 1: x -8, y -17
BODY: Banshee_Scout facing 1 frame 2: x -8, y -18
BODY: Banshee_Scout facing 1 frame 3: x -8, y -17
BODY: Banshee_Scout facing 2 frame 0: x -8, y -23
BODY: Banshee_Scout facing 2 frame 1: x -8, y -24
BODY: Banshee_Scout facing 2 frame 2: x -8, y -25
BODY: Banshee_Scout facing 2 frame 3: x -8, y -24
BODY: Banshee_Scout facing 3 frame 0: x 8, y -24
BODY: Banshee_Scout facing 3 frame 1: x 8, y -25
BODY: Banshee_Scout facing 3 frame 2: x 8, y -26
BODY: Banshee_Scout facing 3 frame 3: x 8, y -25
EXPLODE: Banshee_Scout facing 0 frame 0: x 88, y 102
EXPLODE: Banshee_Scout facing 0 frame 1: x 90, y 83
EXPLODE: Banshee_Scout facing 0 frame 2: x 92, y 70
EXPLODE: Banshee_Scout facing 0 frame 3: x 94, y 67
EXPLODE: Banshee_Scout facing 0 frame 4: x 96, y 78
EXPLODE: Banshee_Scout facing 0 frame 5: x 94, y 103
EXPLODE: Banshee_Scout facing 0 frame 6: x 92, y 128
EXPLODE: Banshee_Scout facing 0 frame 7: x 90, y 153
EXPLODE: Banshee_Scout facing 0 frame 8: x 88, y 178
EXPLODE: Banshee_Scout facing 0 frame 9: x 92, y 200
EXPLODE: Banshee_Scout facing 0 frame 10: x 92, y 200
EXPLODE: Banshee_Scout facing 0 frame 11: x 92, y 200
EXPLODE: Banshee_Scout facing 1 frame 0: x 72, y 101
EXPLODE: Banshee_Scout facing 1 frame 1: x 74, y 82
EXPLODE: Banshee_Scout facing 1 frame 2: x 76, y 69
EXPLODE: Banshee_Scout facing 1 frame 3: x 78, y 67
EXPLODE: Banshee_Scout facing 1 frame 4: x 80, y 78
EXPLODE: Banshee_Scout facing 1 frame 5: x 78, y 103
EXPLODE: Banshee_Scout facing 1 frame 6: x 76, y 128
EXPLODE: Banshee_Scout facing 1 frame 7: x 74, y 153
EXPLODE: Banshee_Scout facing 1 frame 8: x 72, y 178
EXPLODE: Banshee_Scout facing 1 frame 9: x 76, y 200
EXPLODE: Banshee_Scout facing 1 frame 10: x 76, y 200
EXPLODE: Banshee_Scout facing 1 frame 11: x 76, y 200
EXPLODE: Banshee_Scout facing 2 frame 0: x 72, y 94
EXPLODE: Banshee_Scout facing 2 frame 1: x 74, y 75
